iter	RMSE
235	18.50055351
236	18.49386828
237	18.48593869
238	18.48140482
239	18.47503081
240	18.46795803
241	18.46131362
242	18.4537354
243	18.4494176
244	18.44428683
245	18.43873469
246	18.43210548
247	18.42830706
248	18.42196594
249	18.41211938
250	18.40595188
251	18.39979935
252	18.39330749
253	18.39096622
254	18.38548488
255	18.38041905
256	18.37498405
257	18.36973363
258	18.36390004
259	18.35820636
260	18.35159251
261	18.34552334
262	18.33918348
263	18.33112157
264	18.32733305
265	18.32253189
266	18.31803725
267	18.31112082
268	18.30603884
269	18.29981768
270	18.29569087
271	18.28974418
272	18.2851113
273	18.28032098
274	18.27485491
275	18.26807969
276	18.26226996
277	18.25580981
278	18.25135284
279	18.24370273
280	18.23847331
281	18.23203203
282	18.22636977
283	18.22133328
284	18.21608484
285	18.21157213
286	18.20789092
287	18.20224502
288	18.19737145
289	18.19304912
290	18.18694064
291	18.18029055
292	18.17418917
293	18.16927131
294	18.1637921
295	18.15907829
296	18.15712773
297	18.15111799
298	18.14385404
299	18.13939775
300	18.13435375
301	18.12863298
302	18.12466965
303	18.12059247
304	18.11449002
305	18.11061378
306	18.10659198
307	18.10130573
308	18.09412521
309	18.08637093
310	18.07864721
311	18.07261453
312	18.06773471
313	18.06327513
314	18.05892277
315	18.05356829
316	18.04896081
317	18.04408737
318	18.03723283
319	18.03175432
320	18.02689699
321	18.02209213
322	18.01750966
323	18.01206904
324	18.0072475
325	18.00073271
326	17.99451128
327	17.9926392
328	17.9860999
329	17.98169782
330	17.97527218
331	17.96783045
332	17.96037398
333	17.95336653
334	17.94751975
335	17.94330036
336	17.93886691
337	17.9348221
338	17.92971738
339	17.92577154
340	17.92193605
341	17.91835957
342	17.91504947
343	17.90993361
344	17.90441986
345	17.90003872
346	17.89427772
347	17.88838518
348	17.88547462
349	17.8802451
350	17.87397431
351	17.8702458
352	17.86594822
353	17.86113198
354	17.85624278
355	17.85016712
356	17.8439059
357	17.83731926
358	17.83304506
359	17.82756072
360	17.82258897
361	17.81821937
362	17.81196762
363	17.80933381
364	17.80513909
365	17.79865517
366	17.79473433
367	17.78864712
368	17.78414125
369	17.77907323
370	17.77531642
371	17.77164485
372	17.7671814
373	17.76193491
374	17.75745339
375	17.7522753
376	17.74773578
377	17.74247319
378	17.73807161
379	17.73458702
380	17.72922187
381	17.72281642
382	17.71863994
383	17.71436016
384	17.71048473
385	17.70662886
386	17.70142953
387	17.69637973
388	17.69302351
389	17.68871991
390	17.68428458
391	17.67775173
392	17.67295766
393	17.66716259
394	17.66307426
395	17.65974333
396	17.65325939
397	17.64901595
398	17.64548974
399	17.64159601
400	17.63778911
401	17.6326014
402	17.62791384
403	17.62207225
404	17.61959737
405	17.61280065
406	17.60926457
407	17.60530446
408	17.6000121
409	17.59666854
410	17.59324027
411	17.58998654
412	17.58471258
413	17.57842701
414	17.57316753
415	17.56822902
416	17.56267912
417	17.55908317
418	17.55476108
419	17.54906345
420	17.54400809
421	17.53960438
422	17.53539551
423	17.53132179
424	17.52818269
425	17.52437535
426	17.52006905
427	17.51551044
428	17.50965999
429	17.50620177
430	17.50258762
431	17.49906285
432	17.49336425
433	17.49120862
434	17.48720069
435	17.48231784
436	17.47769573
437	17.4733447
438	17.46901575
439	17.46548755
440	17.46158845
441	17.45637298
442	17.45232179
443	17.44832965
444	17.4436101
445	17.43933093
446	17.43394934
447	17.42969331
448	17.42564837
449	17.4210796
450	17.41526802
451	17.41127175
452	17.40722854
453	17.40451082
454	17.40107673
455	17.39554753
456	17.38917676
457	17.38358008
458	17.37816888
459	17.37489675
460	17.36956293
461	17.36486582
462	17.36099712
463	17.35770139
464	17.35351339
465	17.34906435
466	17.34492983
467	17.34037531
468	17.33631629
469	17.32874796
470	17.32334211
471	17.31931981
472	17.31422534
473	17.30951126
474	17.30387209
475	17.29794917
476	17.29506724
477	17.28965393
478	17.28483017
479	17.2801814
480	17.27597284
481	17.27058075
482	17.26784083
483	17.26297882
484	17.25806724
485	17.25342448
486	17.24989795
487	17.24458264
488	17.24217783
489	17.23916424
490	17.23588247
491	17.2331633
492	17.22828876
493	17.22213821
494	17.21681258
495	17.2123444
496	17.20819946
497	17.20556664
498	17.20079105
499	17.19630906
500	17.18881471
501	17.18446397
502	17.18217627
503	17.17675192
504	17.17258024
505	17.17008201
506	17.1674459
507	17.16048317
508	17.1571645
509	17.15403318
510	17.14984724
511	17.14496036
512	17.14091598
513	17.13625626
514	17.12888386
515	17.12496155
516	17.11855024
517	17.11429095
518	17.11060779
519	17.10634631
520	17.09919503
521	17.09747587
522	17.09568455
523	17.09278339
524	17.08991713
525	17.08380966
526	17.08084678
527	17.07802444
528	17.07329631
529	17.06929331
530	17.06610203
531	17.06252739
532	17.06041
533	17.05646812
534	17.05139978
535	17.04588726
536	17.04100528
537	17.03625462
538	17.03246752
539	17.0275944
540	17.02378958
541	17.02087291
542	17.01541692
543	17.01271841
544	17.00836002
545	17.00541753
546	17.00165711
547	16.99678193
548	16.99115072
549	16.98794216
550	16.98416945
551	16.97770452
552	16.97434607
553	16.97070255
554	16.96492091
555	16.96231773
556	16.96012436
557	16.95520705
558	16.95057088
559	16.94803298
560	16.94253687
561	16.94049705
562	16.9378417
563	16.93366621
564	16.92943515
565	16.92168383
566	16.91859229
567	16.91478186
568	16.91067404
569	16.90615893
570	16.90301689
571	16.90010728
572	16.89582801
573	16.89105057
574	16.88780798
575	16.88346976
576	16.87974927
577	16.873965
578	16.87054187
579	16.8677822
580	16.86554688
581	16.85917655
582	16.85678575
583	16.85305525
584	16.84673148
585	16.84121194
586	16.8353415
587	16.83090475
588	16.8276068
589	16.82322086
590	16.81790714
591	16.81376531
592	16.81040179
593	16.80448713
594	16.80224021
595	16.79963515
596	16.79509656
597	16.79015611
598	16.78624233
599	16.78327374
600	16.78034476
601	16.77740088
602	16.77507228
603	16.76937709
604	16.76441595
605	16.75991919
606	16.75813872
607	16.7528833
608	16.7475034
609	16.74419732
610	16.74041954
611	16.73490229
612	16.73044227
613	16.72807879
614	16.72286257
615	16.7195559
616	16.71572386
617	16.71162657
618	16.7081775
619	16.70367933
620	16.70054855
621	16.6981649
622	16.69522075
623	16.69167177
624	16.68809392
625	16.68369065
626	16.67962918
627	16.67653583
628	16.67364731
629	16.67090508
630	16.66495452
631	16.66189237
632	16.65829191
633	16.6555845
634	16.65095328
635	16.64717374
636	16.64258088
637	16.63839177
638	16.63543044
639	16.62985322
640	16.62584235
641	16.62213874
642	16.61809212
643	16.61412884
644	16.60975224
645	16.60739046
646	16.60263275
647	16.60054846
648	16.59783429
649	16.59109249
650	16.58672337
651	16.58270399
652	16.57756086
653	16.57288206
654	16.57052118
655	16.56622842
656	16.56264254
657	16.55958423
658	16.55698564
659	16.55103945
660	16.54808489
661	16.54279661
662	16.53878922
663	16.53532609
664	16.53131461
665	16.52630744
666	16.52103951
667	16.51672565
668	16.5138054
669	16.50478328
670	16.50281727
671	16.50012345
672	16.49495702
673	16.4908984
674	16.48631376
675	16.48289837
676	16.48110743
677	16.47730827
678	16.47075583
679	16.46828487
680	16.46487145
681	16.46016969
682	16.45605483
683	16.45231251
684	16.44916144
685	16.4471159
686	16.44355585
687	16.43881718
688	16.43386692
689	16.4323607
690	16.42756617
691	16.42420605
692	16.42002566
693	16.41678495
694	16.41076833
695	16.40675037
696	16.4030335
697	16.39941649
698	16.39547873
699	16.39325684
700	16.38803999
701	16.38243539
702	16.38016292
703	16.3765906
704	16.37161162
705	16.36679008
706	16.36321448
707	16.35950004
708	16.35623391
709	16.35247952
710	16.34962063
711	16.3459131
712	16.34166923
713	16.33671487
714	16.33015943
715	16.32668027
716	16.32262903
717	16.31964251
718	16.31566575
719	16.31180925
720	16.30671981
721	16.30185028
722	16.29854819
723	16.29380988
724	16.28944732
725	16.28570112
726	16.28171142
727	16.27727588
728	16.27319934
729	16.27107794
730	16.26818742
731	16.2622257
732	16.25836287
733	16.25380786
734	16.25113174
735	16.24823902
736	16.24318308
737	16.23978001
738	16.2368974
739	16.23285353
740	16.22811726
741	16.22415241
742	16.21934859
743	16.21406328
744	16.21006762
745	16.20783107
746	16.20476848
747	16.20189384
748	16.19884667
749	16.19484806
750	16.19100171
751	16.18600809
752	16.18071782
753	16.17649827
754	16.17296598
755	16.16962403
756	16.16588432
757	16.1618098
758	16.15706595
759	16.15314446
760	16.14833057
761	16.14514796
762	16.13981958
763	16.13364978
764	16.12879707
765	16.12543788
766	16.12249012
767	16.11943496
768	16.1161207
769	16.11150272
770	16.10704546
771	16.101225
772	16.09725626
773	16.09481286
774	16.09054574
775	16.08652133
776	16.08322277
777	16.07949412
778	16.07492469
779	16.07066433
780	16.06631156
781	16.06348218
782	16.05949793
783	16.05576696
784	16.05327383
785	16.05066931
786	16.04779698
787	16.04291853
788	16.04033207
789	16.03785437
790	16.03540605
791	16.03027886
792	16.02761157
793	16.02411797
794	16.02033372
795	16.01827271
796	16.01414382
797	16.0108971
798	16.008207
799	16.00366985
800	16.00100537
801	15.99802847
802	15.99398306
803	15.98863923
804	15.98429113
805	15.98185204
806	15.97695545
807	15.97338963
808	15.96939132
809	15.96422647
810	15.96171858
811	15.95681691
812	15.95414028
813	15.95016081
814	15.94785122
815	15.94392086
816	15.93880045
817	15.93694998
818	15.93359074
819	15.92938967
820	15.92563807
821	15.92205118
822	15.91752101
823	15.91516202
824	15.91039724
825	15.90881827
826	15.90404156
827	15.90108109
828	15.89621066
829	15.89381203
830	15.89106753
831	15.88703539
832	15.8819924
833	15.87904359
834	15.87754271
835	15.87431465
836	15.87197855
837	15.86780057
838	15.86607963
839	15.86314619
840	15.85968118
841	15.85486523
842	15.8525464
843	15.84956595
844	15.84598614
845	15.84134467
846	15.83832614
847	15.83348815
848	15.82913456
849	15.82547036
850	15.82039811
851	15.81533438
852	15.81306286
853	15.80961844
854	15.80651662
855	15.80107535
856	15.79822647
857	15.79445313
858	15.79063609
859	15.78653811
860	15.78304838
861	15.77988538
862	15.77590594
863	15.77142421
864	15.76842665
865	15.76485893
866	15.76186587
867	15.75869124
868	15.75512369
869	15.75170293
870	15.74868773
871	15.74410126
872	15.74189621
873	15.73911524
874	15.73683618
875	15.73406605
876	15.72974362
877	15.72646583
878	15.72303702
879	15.71831309
880	15.71487788
881	15.71171023
882	15.70860797
883	15.70408638
884	15.7009294
885	15.69762101
886	15.69378794
887	15.6906613
888	15.68832339
889	15.68370417
890	15.67981415
891	15.67656121
892	15.67246506
893	15.66771695
894	15.66495831
895	15.66170999
896	15.65736943
897	15.65391976
898	15.6497065
899	15.64537717
900	15.6421931
901	15.63795757
902	15.63528683
903	15.63128833
904	15.62843123
905	15.62565372
906	15.62292336
907	15.61970837
908	15.61518573
909	15.61165589
910	15.60868841
911	15.60680321
912	15.60088271
913	15.59594305
914	15.59138119
915	15.58919503
916	15.58682158
917	15.58447888
918	15.5801842
919	15.57562075
920	15.5717347
921	15.56910339
922	15.56620196
923	15.56216947
924	15.5595431
925	15.55558422
926	15.5520311
927	15.54883986
928	15.54633249
929	15.54381008
930	15.53884193
931	15.53635014
932	15.5340721
933	15.53154552
934	15.52798547
935	15.5245375
936	15.52191274
937	15.51951124
938	15.51614986
939	15.51309792
940	15.51140788
941	15.50750155
942	15.50621905
943	15.50180849
944	15.49754948
945	15.4938699
946	15.49121748
947	15.48864305
948	15.48562375
949	15.48303793
950	15.47944536
951	15.47567804
952	15.4727305
953	15.46918321
954	15.46735511
955	15.46377492
956	15.46120562
957	15.45820481
958	15.45504382
959	15.45169602
960	15.44786335
961	15.44479179
962	15.4421475
963	15.43850464
964	15.43495208
965	15.43160929
966	15.42850707
967	15.42560401
968	15.42213695
969	15.419085
970	15.41508871
971	15.40890668
972	15.40726896
973	15.40398884
974	15.40106805
975	15.39587673
976	15.39317374
977	15.39046152
978	15.38637948
979	15.38180738
980	15.37705021
981	15.37475347
982	15.37288531
983	15.36979102
984	15.36728831
985	15.3648509
986	15.3621596
987	15.35894795
988	15.35663761
989	15.3538301
990	15.35249742
991	15.34992701
992	15.34508208
993	15.34196506
994	15.33863519
995	15.33536537
996	15.33418392
997	15.33097408
998	15.32583481
999	15.32217533
