iter	Passed	Remaining
432	1546	2024
433	1549	2020
434	1552	2016
435	1555	2011
436	1557	2007
437	1560	2002
438	1563	1998
439	1566	1993
440	1569	1988
441	1571	1984
442	1578	1984
443	1582	1981
444	1586	1978
445	1589	1974
446	1592	1970
447	1595	1966
448	1598	1961
449	1601	1957
450	1604	1953
451	1607	1949
452	1610	1944
453	1613	1940
454	1616	1936
455	1619	1932
456	1624	1929
457	1628	1927
458	1633	1924
459	1637	1921
460	1639	1917
461	1642	1913
462	1645	1908
463	1648	1904
464	1651	1899
465	1653	1895
466	1656	1890
467	1659	1886
468	1662	1882
469	1665	1877
470	1668	1873
471	1672	1870
472	1676	1867
473	1680	1864
474	1684	1861
475	1687	1857
476	1689	1852
477	1692	1848
478	1695	1844
479	1698	1839
480	1701	1835
481	1703	1831
482	1706	1826
483	1709	1822
484	1712	1818
485	1714	1813
486	1719	1811
487	1726	1810
488	1732	1810
489	1737	1807
490	1739	1803
491	1742	1799
492	1745	1795
493	1748	1791
494	1752	1787
495	1756	1784
496	1759	1781
497	1762	1776
498	1768	1775
499	1774	1774
500	1780	1773
501	1786	1772
502	1792	1770
503	1797	1768
504	1802	1766
505	1806	1763
506	1810	1760
507	1816	1759
508	1820	1755
509	1824	1753
510	1828	1749
511	1831	1745
512	1834	1741
513	1837	1737
514	1840	1733
515	1843	1729
516	1847	1725
517	1849	1721
518	1852	1717
519	1855	1712
520	1858	1708
521	1861	1704
522	1866	1702
523	1870	1699
524	1877	1698
525	1881	1695
526	1889	1696
527	1894	1693
528	1898	1690
529	1901	1685
530	1903	1681
531	1907	1677
532	1909	1673
533	1915	1671
534	1920	1669
535	1926	1667
536	1930	1664
537	1933	1660
538	1936	1656
539	1939	1652
540	1943	1648
541	1946	1644
542	1949	1640
543	1952	1636
544	1955	1632
545	1957	1628
546	1962	1625
547	1968	1623
548	1974	1622
549	1977	1618
550	1980	1613
551	1983	1609
552	1987	1606
553	1991	1603
554	1996	1600
555	1998	1596
556	2001	1592
557	2004	1587
558	2011	1587
559	2019	1586
560	2023	1583
561	2026	1579
562	2029	1575
563	2032	1571
564	2035	1567
565	2040	1564
566	2043	1560
567	2046	1556
568	2049	1552
569	2052	1548
570	2055	1544
571	2059	1540
572	2063	1537
573	2067	1534
574	2071	1531
575	2074	1526
576	2077	1522
577	2080	1518
578	2083	1514
579	2086	1511
580	2090	1507
581	2093	1503
582	2096	1499
583	2099	1495
584	2101	1491
585	2105	1487
586	2109	1484
587	2113	1480
588	2117	1477
589	2120	1473
590	2123	1469
591	2126	1465
592	2129	1461
593	2132	1457
594	2136	1454
595	2139	1450
596	2142	1446
597	2145	1442
598	2148	1437
599	2150	1433
600	2154	1430
601	2158	1426
602	2162	1423
603	2166	1420
604	2169	1416
605	2175	1414
606	2178	1410
607	2180	1406
608	2184	1402
609	2188	1399
610	2191	1395
611	2194	1391
612	2197	1387
613	2199	1383
614	2216	1387
615	2228	1389
616	2244	1393
617	2249	1390
618	2260	1391
619	2278	1396
620	2289	1397
621	2298	1396
622	2312	1399
623	2319	1397
624	2324	1394
625	2328	1391
626	2337	1390
627	2342	1387
628	2348	1384
629	2357	1384
630	2364	1382
631	2369	1379
632	2375	1377
633	2380	1374
634	2388	1372
635	2394	1370
636	2400	1367
637	2416	1371
638	2421	1368
639	2426	1364
640	2431	1362
641	2437	1358
642	2441	1355
643	2448	1353
644	2454	1350
645	2459	1347
646	2464	1344
647	2469	1341
648	2474	1338
649	2482	1336
650	2488	1334
651	2517	1343
652	2525	1341
653	2532	1339
654	2536	1336
655	2544	1334
656	2550	1331
657	2557	1329
658	2565	1327
659	2569	1323
660	2575	1320
661	2579	1317
662	2584	1313
663	2588	1309
664	2595	1307
665	2610	1308
666	2614	1305
667	2619	1301
668	2628	1300
669	2633	1297
670	2638	1293
671	2645	1291
672	2651	1288
673	2659	1286
674	2667	1284
675	2680	1284
676	2684	1281
677	2691	1278
678	2704	1278
679	2709	1275
680	2715	1271
681	2721	1268
682	2727	1265
683	2732	1262
684	2747	1263
685	2753	1260
686	2761	1257
687	2765	1254
688	2771	1250
689	2775	1247
690	2780	1243
691	2786	1240
692	2796	1238
693	2801	1235
694	2807	1232
695	2811	1227
696	2815	1223
697	2825	1222
698	2829	1218
699	2833	1214
700	2843	1212
701	2847	1208
702	2854	1205
703	2858	1201
704	2863	1198
705	2869	1194
706	2876	1192
707	2880	1188
708	2889	1185
709	2895	1182
710	2901	1179
711	2906	1175
712	2910	1171
713	2915	1167
714	2925	1166
715	2929	1161
716	2936	1159
717	2941	1155
718	2947	1151
719	2952	1148
720	2957	1144
721	2962	1140
722	2971	1138
723	2976	1134
724	2981	1130
725	2988	1128
726	2996	1125
727	3002	1121
728	3006	1117
729	3011	1113
730	3018	1110
731	3023	1107
732	3028	1103
733	3037	1100
734	3042	1096
735	3048	1093
736	3054	1090
737	3060	1086
738	3066	1082
739	3070	1078
740	3075	1075
741	3084	1072
742	3088	1068
743	3092	1064
744	3096	1059
745	3099	1055
746	3103	1051
747	3106	1046
748	3108	1041
749	3112	1037
750	3115	1033
751	3118	1028
752	3121	1023
753	3124	1019
754	3127	1014
755	3131	1010
756	3135	1006
757	3139	1002
758	3143	998
759	3146	993
760	3149	989
761	3152	984
762	3155	980
763	3158	975
764	3162	971
765	3165	966
766	3167	962
767	3170	957
768	3173	953
769	3177	949
770	3181	944
771	3185	940
772	3189	936
773	3192	932
774	3196	927
775	3199	923
776	3202	919
777	3205	914
778	3208	910
779	3211	905
780	3214	901
781	3217	897
782	3220	892
783	3223	888
784	3227	883
785	3231	879
786	3235	875
787	3239	871
788	3242	867
789	3246	862
790	3249	858
791	3252	854
792	3255	849
793	3260	846
794	3266	842
795	3277	839
796	3282	836
797	3288	832
798	3295	828
799	3300	825
800	3307	821
801	3319	819
802	3334	818
803	3344	815
804	3349	811
805	3354	807
806	3358	803
807	3363	799
808	3368	795
809	3374	791
810	3393	790
811	3397	786
812	3403	782
813	3411	779
814	3415	775
815	3420	771
816	3427	767
817	3434	764
818	3445	761
819	3453	758
820	3460	754
821	3465	750
822	3471	746
823	3477	742
824	3487	739
825	3493	735
826	3497	731
827	3502	727
828	3507	723
829	3511	719
830	3514	714
831	3518	710
832	3523	706
833	3531	702
834	3536	698
835	3541	694
836	3544	690
837	3547	685
838	3550	681
839	3553	676
840	3557	672
841	3561	668
842	3566	664
843	3570	659
844	3576	656
845	3583	652
846	3590	648
847	3594	644
848	3600	640
849	3604	636
850	3607	631
851	3610	627
852	3613	622
853	3617	618
854	3621	614
855	3625	609
856	3629	605
857	3632	601
858	3635	596
859	3638	592
860	3642	587
861	3644	583
862	3647	579
863	3651	574
864	3654	570
865	3657	565
866	3660	561
867	3662	557
868	3666	552
869	3670	548
870	3675	544
871	3679	540
872	3682	535
873	3685	531
874	3688	526
875	3691	522
876	3694	518
877	3698	513
878	3700	509
879	3703	505
880	3706	500
881	3709	496
882	3712	491
883	3716	487
884	3720	483
885	3724	479
886	3728	475
887	3731	470
888	3734	466
889	3737	461
890	3740	457
891	3743	453
892	3747	449
893	3750	444
894	3752	440
895	3755	435
896	3758	431
897	3762	427
898	3769	423
899	3776	419
900	3779	415
901	3783	411
902	3786	406
903	3788	402
904	3791	398
905	3794	393
906	3797	389
907	3800	385
908	3803	380
909	3806	376
910	3809	372
911	3813	367
912	3817	363
913	3821	359
914	3825	355
915	3828	351
916	3831	346
917	3834	342
918	3837	338
919	3840	333
920	3844	329
921	3847	325
922	3849	321
923	3853	316
924	3855	312
925	3860	308
926	3865	304
927	3872	300
928	3876	296
929	3879	292
930	3882	287
931	3885	283
932	3888	279
933	3892	275
934	3895	270
935	3898	266
936	3901	262
937	3903	258
938	3906	253
939	3911	249
940	3915	245
941	3920	241
942	3924	237
943	3928	233
944	3932	228
945	3936	224
946	3940	220
947	3943	216
948	3946	212
949	3949	207
950	3952	203
951	3956	199
952	3963	195
953	3975	191
954	3980	187
955	3984	183
956	3988	179
957	3992	175
958	3995	170
959	3998	166
960	4001	162
961	4006	158
962	4010	154
963	4014	149
964	4018	145
965	4021	141
966	4024	137
967	4027	133
968	4030	128
969	4034	124
970	4036	120
971	4040	116
972	4043	112
973	4046	108
974	4049	103
975	4052	99
976	4059	95
977	4066	91
978	4070	87
979	4073	83
980	4076	78
981	4079	74
982	4082	70
983	4085	66
984	4088	62
985	4090	58
986	4093	53
987	4096	49
988	4099	45
989	4103	41
990	4107	37
991	4111	33
992	4115	29
993	4118	24
994	4121	20
995	4124	16
996	4127	12
997	4130	8
998	4133	4
999	4135	0
