iter	Logloss
898	0.2999060866
899	0.2998010312
900	0.2997075404
901	0.299579312
902	0.2995305884
903	0.2995182545
904	0.2994716533
905	0.2993305763
906	0.2992554531
907	0.2991864257
908	0.2991354618
909	0.2990794351
910	0.2989494354
911	0.2988509508
912	0.2986782698
913	0.2986287561
914	0.2985789418
915	0.298518347
916	0.298495543
917	0.2984469264
918	0.2983635252
919	0.2983077969
920	0.298239776
921	0.298192873
922	0.2980957124
923	0.2979969864
924	0.2979106026
925	0.29784681
926	0.2978171891
927	0.2977791935
928	0.2977255134
929	0.2976816255
930	0.2976160162
931	0.2975729649
932	0.2975197079
933	0.2974710319
934	0.2974090728
935	0.2973233175
936	0.2971902532
937	0.2971302121
938	0.2970845467
939	0.2969979443
940	0.2969458543
941	0.2968948206
942	0.2968377696
943	0.2967921137
944	0.2967111373
945	0.2966427163
946	0.2966167129
947	0.2965728439
948	0.2965375314
949	0.296507937
950	0.2964629491
951	0.2963770479
952	0.2963509136
953	0.2963079131
954	0.2962188144
955	0.2961407938
956	0.2960401944
957	0.2959792903
958	0.2959240214
959	0.2958804433
960	0.2958193053
961	0.2957628709
962	0.2957022077
963	0.2956671744
964	0.2955967836
965	0.2955274441
966	0.2954684182
967	0.2954057211
968	0.2953594853
969	0.2953079647
970	0.295277387
971	0.2951991645
972	0.295090942
973	0.2950471204
974	0.2949562532
975	0.2948743388
976	0.2948284789
977	0.2947654671
978	0.2947317878
979	0.2946577812
980	0.2945770066
981	0.2945165378
982	0.2944445987
983	0.2943881679
984	0.2943488864
985	0.2942551327
986	0.2942164547
987	0.294190932
988	0.2941315237
989	0.294048708
990	0.2939874878
991	0.2939301277
992	0.2938793763
993	0.2937695385
994	0.2937064862
995	0.2936592595
996	0.2936187343
997	0.293554466
998	0.2935064439
999	0.2934685444
