,loss,accuracy,val_loss,val_accuracy
0,9.751263618469238,0.04863967373967171,7.339653015136719,0.035708628594875336
1,7.781047344207764,0.1292629987001419,2.9044339656829834,0.1585114747285843
2,6.920727252960205,0.18515774607658386,2.248784065246582,0.31346002221107483
3,6.259908676147461,0.2337207794189453,2.11767840385437,0.29675376415252686
4,5.835241794586182,0.2738025188446045,2.224057197570801,0.273792564868927
5,5.558608055114746,0.2952612042427063,1.8053268194198608,0.3960411846637726
6,5.359323024749756,0.31265807151794434,2.809051275253296,0.19429928064346313
7,5.207974433898926,0.32407715916633606,1.596794605255127,0.4935866892337799
8,5.116672039031982,0.342598021030426,2.0336318016052246,0.3373713493347168
9,5.00922155380249,0.34893345832824707,3.4004440307617188,0.14267617464065552
10,4.958052158355713,0.35649508237838745,4.239511013031006,0.1641330122947693
11,4.885876178741455,0.3657427430152893,2.1327877044677734,0.3501187562942505
12,4.78523063659668,0.3724869191646576,2.254007577896118,0.3194774389266968
13,4.728966236114502,0.3771362900733948,1.5945872068405151,0.4768012762069702
14,4.697973251342773,0.37963980436325073,1.7113022804260254,0.4437846541404724
15,4.666475772857666,0.38814663887023926,1.9845352172851562,0.39802059531211853
16,4.541388034820557,0.39683228731155396,2.107637882232666,0.3549485206604004
17,4.546985626220703,0.39639800786972046,2.116053581237793,0.34093427658081055
18,4.503516674041748,0.39931026101112366,1.4745314121246338,0.5312747359275818
19,4.4663286209106445,0.4074849784374237,3.0796799659729004,0.20791766047477722
20,4.458068370819092,0.40955421328544617,1.4321733713150024,0.5251781344413757
21,4.377765655517578,0.4115979075431824,2.237612009048462,0.3309580385684967
22,4.388668537139893,0.412977397441864,1.4796335697174072,0.5288994312286377
23,4.371462345123291,0.4193383455276489,1.3261889219284058,0.5524148941040039
24,4.309460639953613,0.42212286591529846,1.3617956638336182,0.5633412599563599
25,4.34329080581665,0.4218929708003998,1.3969303369522095,0.5280284881591797
26,4.317921161651611,0.4244731068611145,1.4132980108261108,0.5503562688827515
27,4.248190402984619,0.4286371171474457,1.3896563053131104,0.5486935973167419
28,4.248166084289551,0.43080854415893555,3.0614802837371826,0.240617573261261
29,4.205124855041504,0.4338996112346649,2.0189170837402344,0.3728424310684204
