,loss,accuracy,val_loss,val_accuracy
0,9.374402046203613,0.06496359407901764,15.556492805480957,0.026524148881435394
1,6.985070705413818,0.16262613236904144,3.2483468055725098,0.15352335572242737
2,6.139173984527588,0.22495849430561066,2.1380136013031006,0.2906571626663208
3,5.691871643066406,0.2710946500301361,4.316965579986572,0.0805225670337677
4,5.359108924865723,0.30072805285453796,2.5289692878723145,0.2542359530925751
5,5.169771671295166,0.3197343349456787,2.3926854133605957,0.31029295921325684
6,4.9123029708862305,0.34538254141807556,2.091917037963867,0.3567695915699005
7,4.71083402633667,0.3676842451095581,2.051933765411377,0.3243863880634308
8,4.513996601104736,0.38658833503723145,1.8908075094223022,0.36199524998664856
9,4.354186058044434,0.4063609540462494,1.978036880493164,0.39326998591423035
10,4.291238784790039,0.40988633036613464,2.8181166648864746,0.3116389513015747
11,4.194919586181641,0.4217907786369324,1.3419005870819092,0.5133016705513
12,4.091832637786865,0.4319069981575012,2.000422716140747,0.4000000059604645
13,4.015420913696289,0.43814024329185486,1.3198915719985962,0.5410134792327881
14,3.895432949066162,0.45098990201950073,1.2138190269470215,0.5878068208694458
15,3.8061792850494385,0.46332865953445435,1.719482421875,0.45043545961380005
16,3.7578039169311523,0.4652957022190094,1.3811454772949219,0.5267616510391235
17,3.6724493503570557,0.47180992364883423,1.7265838384628296,0.41987332701683044
18,3.6537692546844482,0.48105761408805847,2.2215540409088135,0.3278701603412628
19,3.561396360397339,0.4877762198448181,1.0392203330993652,0.6517814993858337
20,3.5276424884796143,0.49153149127960205,1.3342443704605103,0.5368170738220215
21,3.4679813385009766,0.4994763135910034,1.0070440769195557,0.6606492400169373
22,3.435605525970459,0.5014178156852722,1.0998759269714355,0.6238321661949158
23,3.4012014865875244,0.5046877264976501,1.3104568719863892,0.551939845085144
24,3.3457345962524414,0.5135266184806824,1.2455523014068604,0.5848772525787354
25,3.3185832500457764,0.516541063785553,0.9862240552902222,0.6577197313308716
26,3.2990305423736572,0.5222378373146057,4.060872554779053,0.2696753740310669
27,3.2337214946746826,0.527117133140564,0.9726225137710571,0.6728424429893494
28,3.2087345123291016,0.5311533808708191,1.1861387491226196,0.6197941303253174
29,3.1931135654449463,0.5364925265312195,0.9462559819221497,0.6654790043830872
