iter	Logloss
515	0.3303622597
516	0.3303005466
517	0.3302083786
518	0.33013809
519	0.3300567004
520	0.3299475742
521	0.3298256578
522	0.3297095488
523	0.3296090365
524	0.3294625838
525	0.3293333916
526	0.3291789827
527	0.3291670884
528	0.3290977163
529	0.3289288168
530	0.3288277471
531	0.328763434
532	0.3286309149
533	0.3285024565
534	0.3284258893
535	0.3283042943
536	0.3281873788
537	0.3281186557
538	0.3280354764
539	0.328016189
540	0.3279260293
541	0.3277509495
542	0.3276734896
543	0.3275799424
544	0.3274480829
545	0.3273640814
546	0.3272045603
547	0.3271129354
548	0.3270020663
549	0.3269559166
550	0.3269442517
551	0.3268970967
552	0.3267685633
553	0.3266470942
554	0.3265748333
555	0.3264575267
556	0.3264443066
557	0.3263586374
558	0.3262717424
559	0.3260900683
560	0.3259576047
561	0.3258093909
562	0.3257370606
563	0.3256407252
564	0.3255314875
565	0.3254512062
566	0.3253082854
567	0.3251858547
568	0.3250363396
569	0.3249849097
570	0.3248683113
571	0.3247848016
572	0.324633491
573	0.3245884943
574	0.3245146365
575	0.3244070757
576	0.3243704221
577	0.3242952587
578	0.324247767
579	0.3240868409
580	0.3239576712
581	0.3238746165
582	0.3237981749
583	0.3236501643
584	0.3235675591
585	0.3234837111
586	0.3234759547
587	0.3233951741
588	0.3233735706
589	0.3232743533
590	0.3231480328
591	0.3230407997
592	0.3229300516
593	0.3229156314
594	0.3228449151
595	0.3226656389
596	0.3226117703
597	0.3225400855
598	0.3224556169
599	0.3223809942
600	0.3223456162
601	0.3223420375
602	0.3222542897
603	0.3221464581
604	0.3220926462
605	0.3220428858
606	0.3219920253
607	0.3219106969
608	0.3217639152
609	0.3215897717
610	0.3215499004
611	0.3214985852
612	0.3213502823
613	0.3212025604
614	0.3210999551
615	0.3210377925
616	0.3209664433
617	0.3208326516
618	0.3207609046
619	0.3206770963
620	0.3205744697
621	0.3205381651
622	0.3204834236
623	0.3204513014
624	0.3203147755
625	0.3202501097
626	0.3201709958
627	0.3201368338
628	0.3200973135
629	0.3199742845
630	0.3199058871
631	0.3197898213
632	0.3196596581
633	0.3196069816
634	0.3195492196
635	0.3195342842
636	0.3194453081
637	0.3192630983
638	0.3192149864
639	0.3191798068
640	0.3191137048
641	0.3189660731
642	0.3189467303
643	0.3189181502
644	0.3188162537
645	0.3187212616
646	0.318674264
647	0.3186094605
648	0.3184668545
649	0.3183870662
650	0.3183038426
651	0.3182482986
652	0.3181425926
653	0.3180898564
654	0.3179976649
655	0.3178349131
656	0.3178005392
657	0.3177144405
658	0.3176115676
659	0.317520409
660	0.3174409272
661	0.3173119601
662	0.3173062806
663	0.317256872
664	0.3171582485
665	0.3171318124
666	0.3170819676
667	0.3170289213
668	0.3169665111
669	0.3168942854
670	0.316837744
671	0.3167315902
672	0.3166652297
673	0.3165799769
674	0.3164745576
675	0.3163892872
676	0.3163314526
677	0.3162412797
678	0.3161838703
679	0.3160969057
680	0.3160166107
681	0.3159810388
682	0.3159259387
683	0.3158124804
684	0.3156601797
685	0.3155634057
686	0.3154660029
687	0.3154366002
688	0.3153319291
689	0.3152852467
690	0.3152451635
691	0.3151099351
692	0.3150167118
693	0.314979522
694	0.314758157
695	0.3146673536
696	0.3146154824
697	0.3145144111
698	0.3144504476
699	0.3142523498
700	0.31412526
701	0.3140296028
702	0.3139572491
703	0.3139464174
704	0.3138898398
705	0.3138658802
706	0.3138047169
707	0.313724246
708	0.3136450199
709	0.3135586366
710	0.3134892131
711	0.3134420583
712	0.313332943
713	0.3132958096
714	0.3131967137
715	0.3131684444
716	0.3131584827
717	0.313028511
718	0.3129085477
719	0.3128720327
720	0.3127799109
721	0.3126275716
722	0.3125733085
723	0.3124732521
724	0.3124245453
725	0.3123290548
726	0.3122415438
727	0.3121996035
728	0.3121282011
729	0.3120326159
730	0.3119678618
731	0.3119006601
732	0.3117841105
733	0.3116008692
734	0.3115699646
735	0.3115136488
736	0.3114938072
737	0.3113911007
738	0.3113140857
739	0.3111865962
740	0.3111209164
741	0.3110257216
742	0.3109935079
743	0.3109276803
744	0.3108444186
745	0.3107516645
746	0.3106917769
747	0.3106012498
748	0.3105097777
749	0.3103775893
750	0.3103021879
751	0.3101980645
752	0.3101226561
753	0.3100356335
754	0.3099672879
755	0.3098208986
756	0.3097884962
757	0.3097200971
758	0.3096192715
759	0.309521602
760	0.3094536374
761	0.3093839096
762	0.3093181248
763	0.3092817772
764	0.3091994488
765	0.3091312888
766	0.3090214859
767	0.3089483048
768	0.3088531042
769	0.3087792892
770	0.3087453313
771	0.3086876647
772	0.3086515251
773	0.3085755666
774	0.3085034814
775	0.3084612986
776	0.3083537404
777	0.3082411166
778	0.3081764733
779	0.3080994466
780	0.3080433936
781	0.3079592664
782	0.3078595037
783	0.3078169681
784	0.3077857034
785	0.3077784686
786	0.3077769924
787	0.307694969
788	0.3076196425
789	0.3075250232
790	0.3075011507
791	0.3073423704
792	0.3072577345
793	0.3072215182
794	0.3071573443
795	0.3070372393
796	0.3068934837
797	0.3068226614
798	0.3067327742
799	0.3066797658
800	0.3066219771
801	0.3065058652
802	0.306370506
803	0.3062868858
804	0.3061789094
805	0.3061214723
806	0.3060464265
807	0.3059628864
808	0.305873007
809	0.3058112595
810	0.3057621442
811	0.3056481992
812	0.3055804851
813	0.3055190291
814	0.3054111144
815	0.3053639987
816	0.3052335713
817	0.3051934785
818	0.3051724463
819	0.3050621
820	0.3049269512
821	0.3048968715
822	0.3047668183
823	0.3047278661
824	0.3046651528
825	0.3046002745
826	0.3044807153
827	0.3043330287
828	0.3042969332
829	0.3042437553
830	0.3041748846
831	0.304119611
832	0.3040717353
833	0.304071357
834	0.3039749867
835	0.3039105377
836	0.3038376712
837	0.3037607705
838	0.3036848871
839	0.3036314385
840	0.3035220272
841	0.3034758445
842	0.3034339615
843	0.3033644165
844	0.3033011099
845	0.3032238203
846	0.3031536699
847	0.3030365587
848	0.3030085632
849	0.3029510219
850	0.3028953813
851	0.3028279012
852	0.30271366
853	0.3026550854
854	0.3025783147
855	0.3024597404
856	0.3023651737
857	0.3022625667
858	0.3021730277
859	0.3020780587
860	0.3020353104
861	0.3019523252
862	0.301918057
863	0.3018160255
864	0.3017487199
865	0.3016006764
866	0.3015714209
867	0.3015416959
868	0.3014341617
869	0.3013377803
870	0.3012657406
871	0.3012044497
872	0.301104387
873	0.3010652905
874	0.3010245162
875	0.3009775006
876	0.3009075041
877	0.3007984111
878	0.3007029858
879	0.3006057599
880	0.3005680239
881	0.3005080354
882	0.300369334
883	0.3003031973
884	0.3001799703
885	0.300133798
886	0.3000837494
887	0.3000316939
888	0.2999989367
889	0.2999161551
890	0.2998405247
891	0.2997663508
892	0.2997146747
893	0.299675348
894	0.2996252038
895	0.2995680588
896	0.2995279063
897	0.2994651389
898	0.2994250665
899	0.2993780398
900	0.2992836296
901	0.2991941257
902	0.2991714955
903	0.2990919642
904	0.2989668725
905	0.2989036439
906	0.2988312988
907	0.2988127986
908	0.2987627967
909	0.2986720759
910	0.2986437367
911	0.2985331448
912	0.2984092917
913	0.2983250047
914	0.2981925128
915	0.2981668188
916	0.2980780509
917	0.2980268588
918	0.297947271
919	0.2978796484
920	0.2978300673
921	0.297782519
922	0.2977354285
923	0.2976837638
924	0.2976321695
925	0.297599575
926	0.2975553363
927	0.2975154762
928	0.2974701483
929	0.2973617634
930	0.2973045689
931	0.2972525175
932	0.2971719151
933	0.2970799132
934	0.2969974561
935	0.2969361649
936	0.2969044697
937	0.2968801518
938	0.2968458645
939	0.2967372788
940	0.2966645057
941	0.2965817062
942	0.2965489783
943	0.2965143788
944	0.2964305392
945	0.2963705176
946	0.2963402808
947	0.2962540228
948	0.2961960401
949	0.2961346478
950	0.2961028895
951	0.2960021022
952	0.2959494972
953	0.2958814359
954	0.295757716
955	0.2957054456
956	0.2956508303
957	0.2955952918
958	0.2955455013
959	0.2954945389
960	0.2954295961
961	0.2953317904
962	0.295283042
963	0.2952194902
964	0.2951532566
965	0.2950940992
966	0.2950017529
967	0.2949744306
968	0.2949197573
969	0.2947878129
970	0.2946703342
971	0.2946296807
972	0.2945839468
973	0.2945344956
974	0.2944717684
975	0.2943801585
976	0.2943364357
977	0.2943055968
978	0.2942064278
979	0.2941569431
980	0.2940882351
981	0.2939239751
982	0.2938765792
983	0.2938288174
984	0.2936788361
985	0.2936016411
986	0.2935265164
987	0.2934895998
988	0.2934175715
989	0.2933449822
990	0.2932649249
991	0.2932337815
992	0.2932105135
993	0.293147586
994	0.2930980224
995	0.2930559735
996	0.2929985097
997	0.2929061501
998	0.2928459364
999	0.2927571703
